Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
39,0,Travel_Rarely,0.1462,Sales,0.06,3,Medical,1,1588,4,1,0.038,4,3,Sales Executive,3,Married,High Income,0.04658,0.2,Y,0,11,3,1,80,1,3,3,0.07,0.07
29,0,Travel_Frequently,0.0995,Research & Development,0.02,1,Life Sciences,1,1590,1,1,0.087,3,2,Healthcare Representative,4,Divorced,High Income,0.24483,0.1,Y,0,19,3,4,80,1,0,4,0.06,0.01
50,0,Travel_Rarely,0.0264,Sales,0.09,3,Marketing,1,1591,3,1,0.059,3,5,Manager,3,Married,High Income,0.19519,0.4,Y,1,16,3,3,80,1,2,3,0.01,0.0
23,0,Travel_Rarely,0.0977,Research & Development,0.1,3,Technical Degree,1,1592,4,1,0.045,4,1,Research Scientist,3,Married,Low Income,0.12826,0.2,Y,0,16,3,4,80,1,2,3,0.02,0.02
36,0,Travel_Frequently,0.1302,Research & Development,0.06,4,Life Sciences,1,1594,1,1,0.08,4,2,Laboratory Technician,1,Married,Medium Income,0.19711,0.3,Y,1,13,3,4,80,1,3,3,0.03,0.0
42,0,Travel_Rarely,0.1059,Research & Development,0.09,2,Other,1,1595,4,1,0.093,2,5,Manager,4,Single,High Income,0.26362,0.8,Y,0,22,3,4,80,0,2,3,0.01,0.0
35,0,Travel_Rarely,0.075,Research & Development,0.28,3,Life Sciences,1,1596,2,1,0.046,4,2,Laboratory Technician,3,Married,Low Income,0.25348,0.1,Y,0,17,3,4,80,2,3,2,0.1,0.06
34,0,Travel_Frequently,0.0653,Research & Development,0.1,4,Technical Degree,1,1597,4,1,0.092,2,2,Healthcare Representative,3,Married,Medium Income,0.15332,0.1,Y,0,14,3,2,80,1,3,2,0.08,0.07
40,0,Travel_Rarely,0.0118,Sales,0.14,2,Life Sciences,1,1598,4,0,0.084,3,2,Sales Executive,1,Married,Medium Income,0.11262,0.1,Y,0,15,3,3,80,1,2,3,0.05,0.01
43,0,Travel_Rarely,0.099,Research & Development,0.27,3,Technical Degree,1,1599,4,1,0.087,4,1,Laboratory Technician,2,Divorced,Medium Income,0.05855,0.5,Y,0,12,3,3,80,1,0,3,0.06,0.0
35,0,Travel_Rarely,0.1349,Research & Development,0.07,2,Life Sciences,1,1601,3,1,0.063,2,1,Laboratory Technician,4,Married,Low Income,0.07713,0.1,Y,0,18,3,4,80,1,5,2,0.01,0.0
46,0,Travel_Rarely,0.0563,Sales,0.01,4,Life Sciences,1,1602,4,1,0.056,4,4,Manager,1,Single,High Income,0.03156,0.1,Y,0,15,3,2,80,0,5,1,0.26,0.0
28,1,Travel_Rarely,0.0329,Research & Development,0.24,3,Medical,1,1604,3,1,0.051,3,1,Laboratory Technician,2,Married,Low Income,0.07324,0.1,Y,1,17,3,3,80,3,3,3,0.01,0.0
22,0,Non-Travel,0.0457,Research & Development,0.26,2,Other,1,1605,2,0,0.085,2,1,Research Scientist,3,Married,Low Income,0.10293,0.1,Y,1,14,3,2,80,0,2,2,0.04,0.01
50,0,Travel_Frequently,0.1234,Research & Development,0.2,5,Medical,1,1606,2,1,0.041,3,4,Healthcare Representative,3,Married,High Income,0.20689,0.2,Y,1,15,3,3,80,1,3,3,0.27,0.12
32,0,Travel_Rarely,0.0634,Research & Development,0.05,4,Other,1,1607,2,0,0.035,4,1,Research Scientist,4,Married,Low Income,0.18783,0.3,Y,0,17,3,4,80,2,3,3,0.03,0.0
44,0,Travel_Rarely,0.1313,Research & Development,0.07,3,Medical,1,1608,2,0,0.031,3,5,Research Director,4,Divorced,High Income,0.03549,0.0,Y,1,14,3,4,80,1,4,2,0.22,0.01
30,0,Travel_Rarely,0.0241,Research & Development,0.07,3,Medical,1,1609,2,1,0.048,2,1,Research Scientist,2,Married,Low Income,0.05348,0.1,Y,0,12,3,2,80,1,3,2,0.06,0.01
45,0,Travel_Rarely,0.1015,Research & Development,0.05,5,Medical,1,1611,3,0,0.05,1,2,Laboratory Technician,1,Single,Medium Income,0.23447,0.1,Y,1,14,3,1,80,0,3,3,0.1,0.01
45,0,Non-Travel,0.0336,Sales,0.26,3,Marketing,1,1612,1,1,0.052,2,2,Sales Executive,1,Married,Medium Income,0.24162,0.1,Y,0,15,3,1,80,1,2,3,0.1,0.04
31,0,Travel_Frequently,0.0715,Sales,0.02,4,Other,1,1613,4,1,0.054,3,2,Sales Executive,1,Single,Medium Income,0.21602,0.7,Y,0,13,3,4,80,0,3,3,0.05,0.0
36,0,Travel_Rarely,0.0559,Research & Development,0.12,4,Life Sciences,1,1614,3,0,0.076,3,2,Manufacturing Director,3,Married,Medium Income,0.12421,0.9,Y,1,12,3,2,80,2,2,3,0.03,0.01
34,0,Travel_Frequently,0.0426,Research & Development,0.1,4,Life Sciences,1,1615,3,1,0.042,4,2,Manufacturing Director,4,Divorced,Medium Income,0.17,0.1,Y,0,13,3,1,80,1,3,3,0.09,0.07
49,0,Travel_Rarely,0.0722,Research & Development,0.25,4,Life Sciences,1,1617,3,0,0.084,3,1,Laboratory Technician,1,Married,Low Income,0.22102,0.1,Y,0,14,3,4,80,1,3,2,0.09,0.01
39,0,Travel_Rarely,0.1387,Research & Development,0.1,5,Medical,1,1618,2,1,0.076,3,2,Manufacturing Director,1,Married,Medium Income,0.03835,0.2,Y,0,13,3,4,80,3,3,3,0.07,0.07
27,0,Travel_Rarely,0.1302,Research & Development,0.19,3,Other,1,1619,4,1,0.067,2,1,Laboratory Technician,1,Divorced,Medium Income,0.1629,0.1,Y,0,11,3,1,80,2,3,3,0.07,0.0
35,0,Travel_Rarely,0.0819,Research & Development,0.18,5,Life Sciences,1,1621,2,1,0.048,4,2,Research Scientist,1,Married,Medium Income,0.26312,0.1,Y,0,11,3,4,80,0,2,3,0.16,0.01
28,0,Travel_Rarely,0.058,Research & Development,0.27,3,Medical,1,1622,2,0,0.039,1,2,Manufacturing Director,1,Divorced,Medium Income,0.2046,0.0,Y,0,21,3,2,80,1,5,2,0.05,0.0
21,0,Travel_Rarely,0.0546,Research & Development,0.05,1,Medical,1,1623,3,1,0.097,3,1,Research Scientist,4,Single,Low Income,0.26009,0.1,Y,0,18,3,3,80,0,2,3,0.02,0.02
18,1,Travel_Frequently,0.0544,Sales,0.03,2,Medical,1,1624,2,0,0.07,3,1,Sales Representative,4,Single,Low Income,0.1842,0.1,Y,1,12,3,3,80,0,2,4,0.0,0.0
47,0,Travel_Rarely,0.1176,Human Resources,0.26,4,Life Sciences,1,1625,4,0,0.098,3,5,Manager,3,Married,High Income,0.0522,0.3,Y,0,11,3,3,80,1,2,3,0.05,0.01
39,0,Travel_Rarely,0.017,Research & Development,0.03,2,Medical,1,1627,3,1,0.076,2,2,Laboratory Technician,3,Divorced,Low Income,0.10302,0.0,Y,0,15,3,4,80,1,3,3,0.1,0.0
40,0,Travel_Rarely,0.0884,Research & Development,0.15,3,Life Sciences,1,1628,1,0,0.08,2,3,Manufacturing Director,3,Married,High Income,0.258,0.1,Y,0,13,3,4,80,2,2,3,0.18,0.12
35,0,Non-Travel,0.0208,Research & Development,0.08,4,Life Sciences,1,1630,3,0,0.052,3,2,Healthcare Representative,3,Married,Medium Income,0.1225,0.1,Y,0,12,3,4,80,1,5,3,0.14,0.02
37,0,Travel_Rarely,0.0671,Research & Development,0.19,3,Life Sciences,1,1631,3,1,0.085,3,2,Manufacturing Director,3,Married,Medium Income,0.26493,0.3,Y,0,17,3,1,80,3,2,2,0.04,0.0
39,0,Travel_Frequently,0.0711,Research & Development,0.04,3,Medical,1,1633,1,0,0.081,3,2,Manufacturing Director,3,Single,Medium Income,0.0314,0.0,Y,0,13,3,4,80,0,2,1,0.09,0.03
45,0,Travel_Rarely,0.1329,Research & Development,0.02,2,Other,1,1635,4,0,0.059,2,2,Manufacturing Director,4,Divorced,Medium Income,0.05388,0.1,Y,0,19,3,1,80,2,3,3,0.1,0.03
38,0,Travel_Rarely,0.0397,Research & Development,0.02,2,Medical,1,1638,4,0,0.054,2,3,Manufacturing Director,3,Married,High Income,0.14199,0.3,Y,1,19,3,4,80,1,6,4,0.05,0.0
35,1,Travel_Rarely,0.0737,Sales,0.1,3,Medical,1,1639,4,1,0.055,2,3,Sales Executive,1,Married,High Income,0.2153,0.9,Y,0,17,3,3,80,0,3,3,0.13,0.06
37,0,Travel_Rarely,0.147,Research & Development,0.1,3,Medical,1,1640,2,0,0.071,3,1,Research Scientist,2,Married,Medium Income,0.09953,0.1,Y,0,11,3,1,80,1,2,1,0.08,0.07
40,0,Travel_Rarely,0.0448,Research & Development,0.16,3,Life Sciences,1,1641,3,0,0.084,3,3,Manufacturing Director,4,Single,High Income,0.19948,0.6,Y,1,15,3,4,80,0,2,2,0.04,0.03
44,0,Travel_Frequently,0.0602,Human Resources,0.01,5,Human Resources,1,1642,1,1,0.037,3,2,Human Resources,4,Married,Medium Income,0.10503,0.4,Y,1,11,3,3,80,0,3,3,0.1,0.0
48,0,Travel_Frequently,0.0365,Research & Development,0.04,5,Medical,1,1644,3,1,0.089,2,4,Manager,4,Married,High Income,0.05602,0.2,Y,0,25,3,2,80,1,3,3,0.02,0.02
35,1,Travel_Rarely,0.0763,Sales,0.15,2,Medical,1,1645,1,1,0.059,1,2,Sales Executive,4,Divorced,Medium Income,0.22098,0.6,Y,1,14,3,4,80,2,2,2,0.02,0.02
24,0,Travel_Frequently,0.0567,Research & Development,0.02,1,Technical Degree,1,1646,1,0,0.032,3,1,Research Scientist,4,Single,Medium Income,0.17218,0.1,Y,1,13,3,3,80,0,2,3,0.06,0.01
27,0,Travel_Rarely,0.0486,Research & Development,0.08,3,Medical,1,1647,2,0,0.086,4,1,Research Scientist,3,Married,Low Income,0.2249,0.7,Y,0,17,3,1,80,0,0,3,0.03,0.0
27,0,Travel_Frequently,0.0591,Research & Development,0.02,3,Medical,1,1648,4,1,0.087,3,1,Research Scientist,4,Single,Low Income,0.06297,0.2,Y,0,13,3,3,80,0,0,2,0.04,0.01
40,1,Travel_Rarely,0.1329,Research & Development,0.07,3,Life Sciences,1,1649,1,1,0.073,3,1,Laboratory Technician,1,Single,Low Income,0.03339,0.3,Y,1,14,3,2,80,0,3,1,0.04,0.0
29,0,Travel_Rarely,0.0469,Sales,0.1,3,Medical,1,1650,3,1,0.042,2,2,Sales Executive,3,Single,Medium Income,0.23413,0.9,Y,0,11,3,3,80,0,2,3,0.05,0.01
36,0,Travel_Rarely,0.0711,Research & Development,0.05,4,Life Sciences,1,1651,2,0,0.042,3,3,Healthcare Representative,1,Married,High Income,0.22792,0.4,Y,0,12,3,3,80,2,6,3,0.03,0.0
25,0,Travel_Frequently,0.0772,Research & Development,0.02,1,Life Sciences,1,1653,4,1,0.077,4,2,Manufacturing Director,3,Divorced,Medium Income,0.04973,0.1,Y,0,17,3,3,80,2,6,3,0.07,0.0
39,0,Travel_Rarely,0.0492,Research & Development,0.12,3,Medical,1,1654,4,1,0.066,3,2,Manufacturing Director,2,Married,Medium Income,0.07693,0.4,Y,0,21,3,3,80,0,3,3,0.05,0.01
49,0,Travel_Rarely,0.0301,Research & Development,0.22,4,Other,1,1655,1,0,0.072,3,4,Research Director,2,Married,High Income,0.03498,0.3,Y,0,16,3,2,80,2,2,3,0.04,0.01
50,0,Travel_Rarely,0.0813,Research & Development,0.17,5,Life Sciences,1,1656,4,0,0.05,2,3,Research Director,1,Divorced,High Income,0.21981,0.5,Y,0,15,3,3,80,3,3,3,0.14,0.01
20,0,Travel_Rarely,0.1141,Sales,0.02,3,Medical,1,1657,3,0,0.031,3,1,Sales Representative,3,Single,Low Income,0.13251,0.1,Y,0,19,3,1,80,0,3,3,0.02,0.02
34,0,Travel_Rarely,0.113,Research & Development,0.03,3,Life Sciences,1,1658,4,0,0.066,3,2,Research Scientist,2,Divorced,Medium Income,0.19332,0.1,Y,0,12,3,3,80,1,2,3,0.11,0.07
36,0,Travel_Rarely,0.0311,Research & Development,0.07,3,Life Sciences,1,1659,1,1,0.077,3,1,Laboratory Technician,2,Single,Low Income,0.1095,0.2,Y,0,11,3,3,80,0,4,3,0.04,0.01
49,0,Travel_Rarely,0.0465,Research & Development,0.06,1,Life Sciences,1,1661,3,0,0.041,2,4,Healthcare Representative,3,Married,High Income,0.11652,0.2,Y,1,19,3,2,80,1,3,3,0.15,0.02
36,0,Non-Travel,0.0894,Research & Development,0.01,4,Medical,1,1662,4,0,0.033,2,2,Manufacturing Director,3,Married,Medium Income,0.15411,0.0,Y,0,15,3,3,80,0,6,3,0.03,0.01
36,0,Travel_Rarely,0.104,Research & Development,0.03,2,Life Sciences,1,1664,4,1,0.079,4,2,Healthcare Representative,1,Divorced,High Income,0.26308,0.6,Y,0,20,3,1,80,1,3,3,0.05,0.0
54,0,Travel_Rarely,0.0584,Research & Development,0.22,5,Medical,1,1665,2,0,0.091,3,4,Manager,3,Married,High Income,0.18685,0.3,Y,0,25,3,3,80,1,6,3,0.1,0.04
43,0,Travel_Rarely,0.1291,Research & Development,0.15,2,Life Sciences,1,1666,3,1,0.065,2,4,Research Director,3,Married,High Income,0.03525,0.1,Y,0,24,3,1,80,1,3,3,0.14,0.06
35,1,Travel_Frequently,0.088,Sales,0.12,4,Other,1,1667,4,1,0.036,3,2,Sales Executive,4,Single,Medium Income,0.10414,0.3,Y,1,24,3,1,80,0,2,4,0.11,0.06
38,0,Travel_Frequently,0.1189,Research & Development,0.01,3,Life Sciences,1,1668,4,1,0.09,3,2,Research Scientist,4,Married,Medium Income,0.09867,0.7,Y,0,15,3,4,80,2,4,4,0.13,0.02
29,0,Travel_Rarely,0.0991,Sales,0.05,3,Medical,1,1669,1,1,0.043,2,2,Sales Executive,2,Divorced,Medium Income,0.03356,0.1,Y,1,13,3,2,80,1,3,2,0.1,0.0
33,0,Travel_Rarely,0.0392,Sales,0.02,4,Medical,1,1670,4,1,0.093,3,2,Sales Executive,4,Divorced,Medium Income,0.03921,0.1,Y,0,14,3,3,80,2,5,3,0.06,0.0
32,0,Travel_Rarely,0.0977,Research & Development,0.02,3,Medical,1,1671,4,1,0.045,3,2,Research Scientist,2,Divorced,Medium Income,0.25518,0.0,Y,0,13,3,3,80,2,4,2,0.09,0.01
31,0,Travel_Rarely,0.1112,Sales,0.05,4,Life Sciences,1,1673,1,0,0.067,3,2,Sales Executive,4,Married,Medium Income,0.22589,0.1,Y,0,11,3,1,80,2,2,3,0.1,0.0
49,0,Travel_Rarely,0.0464,Research & Development,0.16,3,Medical,1,1674,4,0,0.074,3,1,Laboratory Technician,1,Divorced,Low Income,0.24941,0.4,Y,1,16,3,2,80,1,2,2,0.02,0.02
38,0,Travel_Frequently,0.0148,Research & Development,0.02,3,Medical,1,1675,4,0,0.042,2,1,Laboratory Technician,2,Single,Low Income,0.23826,0.1,Y,0,22,3,2,80,0,3,3,0.04,0.03
47,0,Travel_Rarely,0.1225,Sales,0.02,4,Life Sciences,1,1676,2,0,0.047,4,4,Manager,2,Divorced,High Income,0.21086,0.6,Y,0,14,3,3,80,3,2,3,0.03,0.01
49,0,Travel_Rarely,0.0809,Research & Development,0.01,3,Life Sciences,1,1677,3,1,0.036,3,4,Manager,3,Single,High Income,0.22384,0.4,Y,0,14,3,1,80,0,2,3,0.08,0.0
41,0,Travel_Rarely,0.1206,Sales,0.23,2,Life Sciences,1,1678,4,1,0.08,3,3,Sales Executive,3,Single,High Income,0.11591,0.3,Y,1,16,3,4,80,0,2,3,0.02,0.0
20,0,Travel_Rarely,0.0727,Sales,0.09,1,Life Sciences,1,1680,4,1,0.054,3,1,Sales Representative,1,Single,Low Income,0.21082,0.1,Y,0,11,3,1,80,0,3,3,0.02,0.0
33,0,Non-Travel,0.053,Sales,0.16,3,Life Sciences,1,1681,3,0,0.036,3,2,Sales Executive,4,Divorced,Medium Income,0.1613,0.1,Y,1,25,3,3,80,1,2,3,0.06,0.01
36,0,Travel_Rarely,0.1351,Research & Development,0.26,4,Life Sciences,1,1682,1,1,0.08,3,2,Healthcare Representative,3,Married,Medium Income,0.07419,0.6,Y,0,14,3,2,80,2,2,2,0.03,0.0
44,0,Travel_Rarely,0.0528,Human Resources,0.01,3,Life Sciences,1,1683,3,0,0.044,3,1,Human Resources,4,Divorced,Low Income,0.04167,0.4,Y,1,18,3,1,80,3,2,3,0.02,0.02
23,1,Travel_Rarely,0.132,Research & Development,0.08,1,Medical,1,1684,4,1,0.093,2,1,Laboratory Technician,3,Single,Medium Income,0.20586,0.1,Y,1,11,3,1,80,0,2,3,0.05,0.01
38,0,Travel_Rarely,0.1495,Research & Development,0.04,2,Medical,1,1687,4,0,0.087,3,1,Laboratory Technician,3,Married,Low Income,0.26176,0.7,Y,0,19,3,4,80,1,5,2,0.0,0.0
53,0,Travel_Rarely,0.1395,Research & Development,0.24,4,Medical,1,1689,2,1,0.048,4,3,Healthcare Representative,4,Married,High Income,0.03458,0.3,Y,0,15,3,3,80,0,2,3,0.04,0.01
48,1,Travel_Frequently,0.0708,Sales,0.07,2,Medical,1,1691,4,0,0.095,3,1,Sales Representative,3,Married,Low Income,0.1174,0.2,Y,1,11,3,3,80,2,3,3,0.09,0.07
32,1,Travel_Rarely,0.1259,Research & Development,0.02,4,Life Sciences,1,1692,4,1,0.095,3,1,Laboratory Technician,2,Single,Low Income,0.24852,0.1,Y,0,12,3,1,80,0,2,3,0.01,0.0
26,0,Non-Travel,0.0786,Research & Development,0.07,3,Medical,1,1693,4,1,0.076,3,1,Laboratory Technician,4,Single,Low Income,0.11925,0.1,Y,0,20,3,3,80,0,5,3,0.07,0.05
55,0,Travel_Rarely,0.1441,Research & Development,0.22,3,Technical Degree,1,1694,1,1,0.094,2,1,Research Scientist,2,Divorced,Low Income,0.23737,0.5,Y,0,12,3,4,80,1,1,3,0.04,0.01
34,0,Travel_Rarely,0.1157,Research & Development,0.05,2,Medical,1,1696,2,1,0.057,2,2,Laboratory Technician,4,Married,Medium Income,0.11912,0.1,Y,0,14,3,3,80,1,3,4,0.15,0.04
60,0,Travel_Rarely,0.037,Research & Development,0.01,4,Medical,1,1697,3,1,0.092,1,3,Healthcare Representative,4,Divorced,High Income,0.20467,0.3,Y,0,20,3,3,80,1,2,4,0.01,0.0
33,0,Travel_Rarely,0.0267,Research & Development,0.21,3,Medical,1,1698,2,1,0.079,4,1,Laboratory Technician,2,Married,Low Income,0.13637,0.1,Y,0,18,3,4,80,3,6,3,0.14,0.02
37,0,Travel_Frequently,0.1278,Sales,0.01,4,Medical,1,1700,3,1,0.031,1,2,Sales Executive,4,Divorced,High Income,0.07677,0.1,Y,0,14,3,3,80,2,2,2,0.06,0.01
34,0,Travel_Rarely,0.0678,Research & Development,0.19,3,Life Sciences,1,1701,2,0,0.035,2,1,Research Scientist,4,Married,Low Income,0.20338,0.1,Y,0,12,3,2,80,0,3,3,0.1,0.08
23,1,Travel_Rarely,0.0427,Sales,0.07,3,Life Sciences,1,1702,3,1,0.099,3,1,Sales Representative,4,Divorced,Low Income,0.25103,0.1,Y,1,21,3,2,80,1,2,3,0.03,0.0
44,0,Travel_Rarely,0.0921,Research & Development,0.02,3,Life Sciences,1,1703,3,0,0.096,4,3,Healthcare Representative,4,Married,High Income,0.1481,0.1,Y,1,19,3,2,80,1,2,3,0.08,0.06
35,0,Travel_Frequently,0.0146,Research & Development,0.02,4,Medical,1,1704,1,1,0.079,2,1,Research Scientist,4,Single,Medium Income,0.1397,0.0,Y,1,14,3,3,80,0,2,4,0.05,0.01
43,0,Travel_Rarely,0.1179,Sales,0.02,3,Medical,1,1706,4,1,0.073,3,2,Sales Executive,4,Married,High Income,0.06069,0.1,Y,1,17,3,1,80,1,3,3,0.1,0.08
24,0,Travel_Rarely,0.0581,Research & Development,0.09,3,Medical,1,1707,3,1,0.062,4,1,Research Scientist,3,Married,Medium Income,0.17616,0.1,Y,0,16,3,4,80,1,1,3,0.05,0.0
41,0,Travel_Rarely,0.0918,Sales,0.06,3,Marketing,1,1708,4,1,0.035,3,3,Sales Executive,3,Single,High Income,0.15869,0.1,Y,0,12,3,2,80,0,3,3,0.1,0.08
29,0,Travel_Rarely,0.1082,Research & Development,0.09,4,Medical,1,1709,4,0,0.043,3,1,Laboratory Technician,3,Married,Low Income,0.25412,0.9,Y,0,17,3,3,80,1,2,3,0.05,0.01
36,0,Travel_Rarely,0.053,Sales,0.02,4,Life Sciences,1,1710,3,0,0.051,3,2,Sales Representative,4,Single,Medium Income,0.07439,0.3,Y,0,15,3,3,80,0,2,2,0.13,0.06
45,0,Non-Travel,0.1238,Research & Development,0.01,1,Life Sciences,1,1712,3,1,0.074,2,3,Healthcare Representative,3,Married,High Income,0.03395,0.3,Y,0,23,3,4,80,1,3,2,0.23,0.12
24,1,Travel_Rarely,0.024,Human Resources,0.22,1,Human Resources,1,1714,4,1,0.058,1,1,Human Resources,3,Married,Low Income,0.11585,0.1,Y,0,11,3,3,80,1,2,3,0.01,0.0
47,1,Travel_Frequently,0.1093,Sales,0.09,3,Life Sciences,1,1716,3,1,0.082,1,4,Sales Executive,3,Married,High Income,0.24164,0.7,Y,0,11,3,3,80,0,3,1,0.23,0.12
26,0,Travel_Rarely,0.039,Research & Development,0.17,4,Medical,1,1718,4,1,0.062,1,1,Laboratory Technician,3,Married,Low Income,0.06217,0.1,Y,0,15,3,3,80,3,3,4,0.03,0.0
45,0,Travel_Rarely,0.1005,Research & Development,0.28,2,Technical Degree,1,1719,4,0,0.048,2,4,Research Director,2,Single,High Income,0.17119,0.1,Y,0,11,3,3,80,0,2,3,0.21,0.08
32,0,Travel_Frequently,0.0585,Research & Development,0.1,3,Life Sciences,1,1720,1,1,0.056,3,1,Research Scientist,3,Married,Low Income,0.1736,0.6,Y,0,13,3,1,80,1,3,2,0.05,0.01
31,0,Travel_Rarely,0.0741,Research & Development,0.02,4,Life Sciences,1,1721,2,1,0.069,3,1,Laboratory Technician,3,Married,Low Income,0.18103,0.1,Y,0,14,3,4,80,1,2,4,0.05,0.0
41,0,Non-Travel,0.0552,Human Resources,0.04,3,Human Resources,1,1722,3,1,0.06,1,2,Human Resources,2,Married,Medium Income,0.20794,0.6,Y,0,19,3,2,80,1,4,3,0.03,0.01
40,0,Travel_Rarely,0.0369,Research & Development,0.08,2,Life Sciences,1,1724,2,0,0.092,3,2,Manufacturing Director,1,Married,Medium Income,0.05041,0.2,Y,1,16,3,2,80,1,3,3,0.01,0.0
24,0,Travel_Rarely,0.0506,Research & Development,0.29,1,Medical,1,1725,2,1,0.091,3,1,Laboratory Technician,1,Divorced,Medium Income,0.03622,0.1,Y,0,13,3,2,80,3,2,4,0.06,0.01
46,0,Travel_Rarely,0.0717,Research & Development,0.13,4,Life Sciences,1,1727,3,1,0.034,3,2,Healthcare Representative,2,Single,Medium Income,0.09697,0.6,Y,0,14,3,4,80,0,3,3,0.1,0.0
35,0,Travel_Rarely,0.137,Research & Development,0.27,4,Life Sciences,1,1728,4,1,0.049,3,2,Manufacturing Director,3,Married,High Income,0.05151,0.2,Y,0,16,3,2,80,1,3,3,0.07,0.0
30,0,Travel_Rarely,0.0793,Research & Development,0.16,1,Life Sciences,1,1729,2,1,0.033,3,1,Research Scientist,4,Married,Low Income,0.03811,0.1,Y,0,12,3,2,80,1,2,2,0.1,0.0
47,0,Non-Travel,0.0543,Sales,0.02,4,Marketing,1,1731,3,1,0.087,3,2,Sales Executive,2,Married,Medium Income,0.03536,0.7,Y,0,11,3,4,80,1,3,1,0.01,0.0
46,0,Travel_Rarely,0.1277,Sales,0.02,3,Life Sciences,1,1732,3,1,0.074,3,3,Sales Executive,4,Divorced,High Income,0.05596,0.4,Y,1,12,3,2,80,1,5,2,0.1,0.0
36,1,Travel_Rarely,0.1456,Sales,0.13,5,Marketing,1,1733,2,1,0.096,2,2,Sales Executive,1,Divorced,Medium Income,0.08658,0.5,Y,1,13,3,2,80,3,3,3,0.02,0.02
32,1,Travel_Rarely,0.0964,Sales,0.01,2,Life Sciences,1,1734,1,1,0.034,1,2,Sales Executive,2,Single,High Income,0.12147,0.6,Y,0,15,3,2,80,0,2,3,0.0,0.0
23,0,Travel_Rarely,0.016,Research & Development,0.04,1,Medical,1,1735,3,0,0.051,3,1,Laboratory Technician,2,Single,Low Income,0.12862,0.1,Y,0,13,3,3,80,0,3,1,0.03,0.01
31,0,Travel_Frequently,0.0163,Research & Development,0.24,1,Technical Degree,1,1736,4,0,0.03,3,2,Manufacturing Director,4,Single,Medium Income,0.0667,0.2,Y,0,20,3,4,80,0,3,2,0.05,0.01
39,0,Non-Travel,0.0792,Research & Development,0.01,3,Life Sciences,1,1737,4,1,0.077,3,2,Laboratory Technician,4,Married,Medium Income,0.08989,0.1,Y,1,15,3,4,80,1,2,3,0.09,0.05
32,0,Travel_Rarely,0.0371,Sales,0.19,3,Life Sciences,1,1739,4,1,0.08,1,3,Sales Executive,3,Married,High Income,0.0384,0.3,Y,0,13,3,3,80,1,2,1,0.04,0.0
40,0,Travel_Rarely,0.0611,Sales,0.07,4,Medical,1,1740,2,1,0.088,3,5,Manager,2,Single,High Income,0.04349,0.1,Y,0,14,3,2,80,0,3,2,0.21,0.12
45,0,Travel_Rarely,0.0176,Human Resources,0.04,3,Life Sciences,1,1744,3,0,0.056,1,3,Human Resources,3,Married,High Income,0.06595,0.4,Y,0,21,3,3,80,2,2,4,0.05,0.0
30,0,Travel_Frequently,0.1312,Research & Development,0.02,4,Technical Degree,1,1745,4,0,0.078,2,1,Research Scientist,1,Single,Medium Income,0.26427,0.0,Y,0,16,3,4,80,0,2,3,0.09,0.0
24,0,Travel_Frequently,0.0897,Human Resources,0.1,3,Medical,1,1746,1,1,0.059,3,1,Human Resources,4,Married,Low Income,0.02097,0.0,Y,0,14,3,4,80,1,2,3,0.02,0.02
30,1,Travel_Frequently,0.06,Human Resources,0.08,3,Human Resources,1,1747,3,0,0.066,2,1,Human Resources,4,Divorced,Low Income,0.09732,0.6,Y,0,11,3,3,80,1,0,2,0.04,0.01
31,0,Travel_Rarely,0.1003,Sales,0.05,3,Technical Degree,1,1749,1,1,0.051,3,2,Sales Executive,3,Married,High Income,0.20943,0.1,Y,0,19,3,3,80,1,3,3,0.05,0.0
27,0,Travel_Rarely,0.1054,Research & Development,0.08,3,Medical,1,1751,3,0,0.067,3,1,Research Scientist,4,Single,Low Income,0.06152,0.1,Y,0,11,3,3,80,0,5,2,0.06,0.01
29,1,Travel_Rarely,0.0428,Sales,0.09,3,Marketing,1,1752,2,0,0.052,1,1,Sales Representative,2,Single,Low Income,0.1463,0.1,Y,0,13,3,3,80,0,3,3,0.02,0.02
29,0,Travel_Frequently,0.0461,Research & Development,0.01,3,Life Sciences,1,1753,4,1,0.07,4,2,Healthcare Representative,3,Single,Medium Income,0.2306,0.8,Y,1,12,3,4,80,0,5,4,0.03,0.0
30,0,Travel_Rarely,0.0979,Sales,0.15,2,Marketing,1,1754,3,1,0.094,2,3,Sales Executive,1,Divorced,High Income,0.03088,0.2,Y,0,11,3,1,80,1,2,3,0.07,0.01
34,0,Travel_Rarely,0.0181,Research & Development,0.02,4,Medical,1,1755,4,1,0.097,4,1,Research Scientist,4,Married,Low Income,0.05586,0.0,Y,1,14,3,1,80,3,3,3,0.05,0.01
33,0,Non-Travel,0.1283,Sales,0.02,3,Marketing,1,1756,4,0,0.062,3,2,Sales Executive,2,Single,Medium Income,0.10697,0.8,Y,0,15,3,4,80,0,2,2,0.11,0.01
